ERROR 2013-01-23 09:09:00,410 ===> Error message
INFO  2013-02-06 16:45:00,896 ===> Case tr-santi-168
INFO  2013-02-06 16:45:15,065 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-02-06 16:45:20,373 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-02-06 16:45:26,314 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-02-06 16:45:30,056 ===> Antiunification demo [Tests, sponge, 3] has 1 result/s
INFO  2013-02-06 16:45:38,130 ===> Antiunification demo [Tests, sponge, 3] has 22 result/s
INFO  2013-02-06 16:45:52,533 ===> Antiunification demo [Tests, trains, 9] has 15 result/s
INFO  2013-02-06 16:45:56,861 ===> Amalgam demo null has 15 result/s
INFO  2013-02-06 16:46:08,189 ===> Amalgam demo [Tests, TRAINS_82_DATASET, 0] has 2 result/s
INFO  2013-02-06 16:46:12,422 ===> Amalgam demo [Tests, TRAINS_82_DATASET, 0] has 2 result/s
INFO  2013-02-06 16:52:12,461 ===> Execution started Wed Feb 06 16:52:12 CET 2013
INFO  2013-02-06 16:52:42,891 ===> Amalgam demo [Tests, TRAINS_82_DATASET, 0] has 2 result/s
INFO  2013-02-06 16:52:48,148 ===> Amalgam demo [Tests, TRAINS_82_DATASET, 0] has 2 result/s
INFO  2013-02-06 16:52:55,614 ===> Amalgam demo [Tests, TRAINS_82_DATASET, 3] has 1 result/s
INFO  2013-02-06 17:05:09,966 ===> Execution started Wed Feb 06 17:05:09 CET 2013
INFO  2013-02-06 17:08:42,268 ===> Execution started Wed Feb 06 17:08:42 CET 2013
INFO  2013-02-06 17:09:57,386 ===> Execution started Wed Feb 06 17:09:57 CET 2013
INFO  2013-02-06 17:10:08,230 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 17:10:10,864 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-06 17:10:14,265 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-18] has 1 result/s
INFO  2013-02-06 17:10:30,721 ===> Antiunification demo [Demos, TRAINS_DATASET, tr3] has 21 result/s
INFO  2013-02-06 17:10:39,967 ===> Antiunification demo trains has 3 result/s
INFO  2013-02-06 17:12:17,292 ===> Execution started Wed Feb 06 17:12:17 CET 2013
INFO  2013-02-06 17:13:45,675 ===> Execution started Wed Feb 06 17:13:45 CET 2013
INFO  2013-02-06 17:14:06,977 ===> Antiunification demo [Demos, TRAINS_DATASET, tr3] has 21 result/s
INFO  2013-02-06 17:14:30,180 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-99] has 1 result/s
INFO  2013-02-06 17:14:43,296 ===> Execution started Wed Feb 06 17:14:43 CET 2013
INFO  2013-02-06 17:19:29,045 ===> Execution started Wed Feb 06 17:19:29 CET 2013
INFO  2013-02-06 17:21:19,521 ===> Execution started Wed Feb 06 17:21:19 CET 2013
INFO  2013-02-06 17:27:27,186 ===> Execution started Wed Feb 06 17:27:27 CET 2013
INFO  2013-02-06 17:28:56,112 ===> Execution started Wed Feb 06 17:28:56 CET 2013
INFO  2013-02-06 17:30:10,241 ===> Execution started Wed Feb 06 17:30:10 CET 2013
INFO  2013-02-06 17:33:49,864 ===> Execution started Wed Feb 06 17:33:49 CET 2013
INFO  2013-02-07 09:54:52,670 ===> Execution started Thu Feb 07 09:54:52 CET 2013
INFO  2013-02-07 09:55:53,482 ===> Execution started Thu Feb 07 09:55:53 CET 2013
INFO  2013-02-07 09:56:40,909 ===> Execution started Thu Feb 07 09:56:40 CET 2013
INFO  2013-02-07 10:08:33,653 ===> Execution started Thu Feb 07 10:08:33 CET 2013
INFO  2013-02-07 10:09:30,821 ===> Execution started Thu Feb 07 10:09:30 CET 2013
INFO  2013-02-07 10:11:09,543 ===> Execution started Thu Feb 07 10:11:09 CET 2013
INFO  2013-02-07 10:12:32,210 ===> Execution started Thu Feb 07 10:12:32 CET 2013
INFO  2013-02-07 10:13:12,125 ===> Execution started Thu Feb 07 10:13:12 CET 2013
INFO  2013-02-07 10:13:39,889 ===> Execution started Thu Feb 07 10:13:39 CET 2013
INFO  2013-02-07 10:14:54,185 ===> Execution started Thu Feb 07 10:14:54 CET 2013
INFO  2013-02-07 10:18:08,864 ===> Execution started Thu Feb 07 10:18:08 CET 2013
INFO  2013-02-07 10:18:58,179 ===> Execution started Thu Feb 07 10:18:58 CET 2013
INFO  2013-02-07 10:20:23,831 ===> Execution started Thu Feb 07 10:20:23 CET 2013
INFO  2013-02-07 10:21:03,184 ===> Execution started Thu Feb 07 10:21:03 CET 2013
INFO  2013-02-07 10:21:29,687 ===> Execution started Thu Feb 07 10:21:29 CET 2013
INFO  2013-02-07 10:21:52,447 ===> Execution started Thu Feb 07 10:21:52 CET 2013
INFO  2013-02-07 10:23:00,873 ===> Execution started Thu Feb 07 10:23:00 CET 2013
INFO  2013-02-07 10:24:02,690 ===> Execution started Thu Feb 07 10:24:02 CET 2013
INFO  2013-02-07 10:25:44,164 ===> Execution started Thu Feb 07 10:25:44 CET 2013
INFO  2013-02-07 10:26:21,767 ===> Loading TRAINS_DATASET ...
INFO  2013-02-07 10:26:22,062 ===> OK
INFO  2013-02-07 10:27:15,250 ===> Execution started Thu Feb 07 10:27:15 CET 2013
INFO  2013-02-07 10:27:48,280 ===> Execution started Thu Feb 07 10:27:48 CET 2013
INFO  2013-02-07 10:27:54,624 ===> Feature Term 1 SUBSUMES Feature Term 2
INFO  2013-02-07 10:28:00,142 ===> Unification demo sponge has 1 result/s
INFO  2013-02-07 10:28:03,418 ===> Unification demo trains has 1 result/s
INFO  2013-02-07 10:28:07,753 ===> Antiunification demo family has 1 result/s
INFO  2013-02-07 10:28:13,187 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-99] has 1 result/s
INFO  2013-02-07 10:28:17,518 ===> Unification demo family has 1 result/s
INFO  2013-02-07 10:29:00,185 ===> Execution started Thu Feb 07 10:29:00 CET 2013
INFO  2013-02-07 10:30:51,196 ===> Unification demo [Demos, TRAINS_DATASET, tr9] has 1 result/s
INFO  2013-02-07 10:31:36,223 ===> Execution started Thu Feb 07 10:31:36 CET 2013
INFO  2013-02-07 10:31:52,995 ===> Execution started Thu Feb 07 10:31:52 CET 2013
INFO  2013-02-07 10:33:22,992 ===> Execution started Thu Feb 07 10:33:22 CET 2013
INFO  2013-02-07 10:40:15,955 ===> Execution started Thu Feb 07 10:40:15 CET 2013
INFO  2013-02-07 10:40:40,116 ===> Feature Term 1 SUBSUMES Feature Term 2
INFO  2013-02-07 10:40:47,441 ===> Feature Term 1 NOT SUBSUMES Feature Term 2
INFO  2013-02-07 10:40:58,067 ===> Antiunification demo trains has 3 result/s
INFO  2013-02-07 10:42:02,867 ===> Amalgam demo TRAINS_82_DATASET has 1 result/s
INFO  2013-02-07 10:42:09,040 ===> Amalgam demo TRAINS_82_DATASET has 1 result/s
INFO  2013-02-07 10:42:17,130 ===> Amalgam demo [Demos, TRAINS_DATASET, tr9] has 1 result/s
INFO  2013-02-07 11:05:09,470 ===> Execution started Thu Feb 07 11:05:09 CET 2013
INFO  2013-02-07 11:05:15,685 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-07 11:10:36,136 ===> Execution started Thu Feb 07 11:10:36 CET 2013
INFO  2013-02-07 11:10:40,026 ===> Lazy methods: loading DEMOSPONGIAE_280_DATASET
INFO  2013-02-07 16:37:37,591 ===> Execution started Thu Feb 07 16:37:37 CET 2013
INFO  2013-02-07 16:37:46,720 ===> Unification demo [Demos, TRAINS_DATASET, tr6] has 1 result/s
INFO  2013-02-07 16:38:41,220 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-8] has 1 result/s
INFO  2013-02-07 16:48:04,299 ===> Execution started Thu Feb 07 16:48:04 CET 2013
INFO  2013-02-07 16:48:37,478 ===> Antiunification demo trains has 2 result/s
INFO  2013-02-08 10:00:03,335 ===> Execution started Fri Feb 08 10:00:03 CET 2013
INFO  2013-02-08 10:01:38,750 ===> Execution started Fri Feb 08 10:01:38 CET 2013
INFO  2013-02-08 10:02:42,712 ===> Execution started Fri Feb 08 10:02:42 CET 2013
INFO  2013-02-08 10:21:48,583 ===> Execution started Fri Feb 08 10:21:48 CET 2013
INFO  2013-02-08 10:24:10,430 ===> Execution started Fri Feb 08 10:24:10 CET 2013
INFO  2013-02-08 10:25:07,488 ===> Execution started Fri Feb 08 10:25:07 CET 2013
INFO  2013-02-08 10:30:54,067 ===> Execution started Fri Feb 08 10:30:54 CET 2013
INFO  2013-02-08 10:45:03,093 ===> Execution started Fri Feb 08 10:45:03 CET 2013
INFO  2013-02-08 10:46:07,783 ===> Execution started Fri Feb 08 10:46:07 CET 2013
INFO  2013-02-08 10:46:38,044 ===> Execution started Fri Feb 08 10:46:38 CET 2013
INFO  2013-02-08 10:49:32,667 ===> Execution started Fri Feb 08 10:49:32 CET 2013
INFO  2013-02-08 10:49:43,145 ===> Loading UNCLE_DATASET_BOTH ...
INFO  2013-02-08 10:49:43,470 ===> OK
INFO  2013-02-08 10:49:46,229 ===> Case e10
INFO  2013-02-08 10:59:35,889 ===> Execution started Fri Feb 08 10:59:35 CET 2013
INFO  2013-02-08 11:00:13,613 ===> Execution started Fri Feb 08 11:00:13 CET 2013
INFO  2013-02-08 11:10:26,457 ===> Execution started Fri Feb 08 11:10:26 CET 2013
INFO  2013-02-08 11:11:01,054 ===> Execution started Fri Feb 08 11:11:01 CET 2013
INFO  2013-02-08 11:11:56,119 ===> Execution started Fri Feb 08 11:11:56 CET 2013
INFO  2013-02-08 11:12:08,182 ===> Feature Term 1 DOES NOT SUBSUME Feature Term 2
INFO  2013-02-08 11:12:40,650 ===> Antiunification demo [Demos, TRAINS_DATASET, tr1] has 43 result/s
INFO  2013-02-08 11:13:22,113 ===> Antiunification demo sponge has 1 result/s
INFO  2013-02-08 11:13:28,521 ===> Antiunification demo [Demos, TRAINS_DATASET, tr8] has 4 result/s
INFO  2013-02-08 11:14:44,577 ===> Execution started Fri Feb 08 11:14:44 CET 2013
INFO  2013-02-08 11:15:18,467 ===> Antiunification demo [Demos, TRAINS_DATASET, tr10] has 5 result/s
INFO  2013-02-08 11:17:16,399 ===> Execution started Fri Feb 08 11:17:16 CET 2013
INFO  2013-02-08 11:17:29,943 ===> Antiunification demo trains has 2 result/s
INFO  2013-02-08 11:19:04,922 ===> Execution started Fri Feb 08 11:19:04 CET 2013
INFO  2013-02-08 11:21:18,371 ===> Execution started Fri Feb 08 11:21:18 CET 2013
INFO  2013-02-08 11:21:51,641 ===> Execution started Fri Feb 08 11:21:51 CET 2013
INFO  2013-02-08 11:21:51,663 ===> Execution started Fri Feb 08 11:21:51 CET 2013
INFO  2013-02-08 11:22:01,335 ===> Amalgam demo has no results
INFO  2013-02-08 11:23:52,919 ===> Execution started Fri Feb 08 11:23:52 CET 2013
INFO  2013-02-08 11:24:10,025 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:13,070 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:15,225 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:17,586 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:19,641 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:21,900 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:25,602 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:30,435 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:34,249 ===> Amalgam demo has no results
INFO  2013-02-08 11:24:37,243 ===> Amalgam demo has no results
INFO  2013-02-08 11:27:31,253 ===> Execution started Fri Feb 08 11:27:31 CET 2013
INFO  2013-02-08 11:28:56,672 ===> Execution started Fri Feb 08 11:28:56 CET 2013
INFO  2013-02-08 11:29:59,880 ===> Execution started Fri Feb 08 11:29:59 CET 2013
INFO  2013-02-08 11:30:54,721 ===> Execution started Fri Feb 08 11:30:54 CET 2013
INFO  2013-02-08 11:52:36,600 ===> Execution started Fri Feb 08 11:52:36 CET 2013
INFO  2013-02-08 11:53:00,834 ===> Amalgam demo TRAINS_82_DATASET has 1 result/s
INFO  2013-02-08 12:03:41,302 ===> Execution started Fri Feb 08 12:03:41 CET 2013
INFO  2013-02-08 12:05:46,576 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-239] has 1 result/s
INFO  2013-02-08 12:35:35,822 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-37] has 1 result/s
INFO  2013-02-11 10:14:53,356 ===> Execution started Mon Feb 11 10:14:53 CET 2013
INFO  2013-02-11 10:20:43,640 ===> Execution started Mon Feb 11 10:20:43 CET 2013
INFO  2013-02-11 10:42:06,831 ===> Execution started Mon Feb 11 10:42:06 CET 2013
INFO  2013-02-11 10:42:24,585 ===> Execution started Mon Feb 11 10:42:24 CET 2013
INFO  2013-02-11 10:44:26,334 ===> Antiunification demo [Demos, TRAINS_DATASET, tr9] has 9 result/s
INFO  2013-02-11 10:53:11,639 ===> Execution started Mon Feb 11 10:53:11 CET 2013
INFO  2013-02-11 11:17:52,620 ===> Execution started Mon Feb 11 11:17:52 CET 2013
INFO  2013-02-11 11:29:04,837 ===> Execution started Mon Feb 11 11:29:04 CET 2013
INFO  2013-02-11 11:30:25,133 ===> Execution started Mon Feb 11 11:30:25 CET 2013
INFO  2013-02-11 12:09:39,409 ===> Execution started Mon Feb 11 12:09:39 CET 2013
INFO  2013-02-11 15:53:44,752 ===> Execution started Mon Feb 11 15:53:44 CET 2013
INFO  2013-02-11 15:53:48,707 ===> Loading UNCLE_DATASET ...
INFO  2013-02-11 15:53:49,053 ===> OK
INFO  2013-02-11 15:53:50,613 ===> Case e9
INFO  2013-02-11 15:54:00,592 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-11 15:54:04,772 ===> Loading FINANCIAL  ...
INFO  2013-02-11 15:54:06,747 ===> OK
INFO  2013-02-11 15:54:13,101 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-11 15:54:18,013 ===> Lazy methods: loading DEMOSPONGIAE_120_DATASET
INFO  2013-02-11 15:54:24,493 ===> Case [sp-0] is from class [astrophorida] according to KNN
INFO  2013-02-11 15:54:24,499 ===> Case sp-0
INFO  2013-02-11 15:54:31,959 ===> Case [sp-124] is from class [hadromerida] according to LID
INFO  2013-02-11 15:54:31,960 ===> Case sp-124
INFO  2013-02-11 15:57:12,297 ===> Execution started Mon Feb 11 15:57:12 CET 2013
INFO  2013-02-11 15:57:15,079 ===> Loading TRAINS_DATASET ...
INFO  2013-02-11 16:12:27,333 ===> Execution started Mon Feb 11 16:12:27 CET 2013
INFO  2013-02-11 16:12:30,467 ===> Loading TRAINS_DATASET ...
INFO  2013-02-11 16:12:30,746 ===> OK
INFO  2013-02-11 16:12:32,516 ===> Case tr9
INFO  2013-02-11 16:12:39,887 ===> Feature Term 1 DOES NOT SUBSUME Feature Term 2
INFO  2013-02-11 16:12:46,034 ===> Unification demo [Demos, TRAINS_DATASET, tr6] has 0 result/s
INFO  2013-02-11 16:12:51,650 ===> Unification demo [Demos, TRAINS_DATASET, tr5] has 0 result/s
INFO  2013-02-11 16:13:00,777 ===> Unification demo [Demos, TRAINS_DATASET, tr9] has 0 result/s
INFO  2013-02-11 16:13:07,336 ===> Antiunification demo family has 1 result/s
INFO  2013-02-11 16:13:07,543 ===> Antiunification demo family has 1 result/s
INFO  2013-02-11 16:13:08,657 ===> Antiunification demo family has 1 result/s
INFO  2013-02-11 16:13:11,328 ===> Antiunification demo family has 1 result/s
INFO  2013-02-11 16:13:18,099 ===> Antiunification demo [Demos, TRAINS_DATASET, tr8] has 12 result/s
INFO  2013-02-12 12:25:05,062 ===> Execution started Tue Feb 12 12:25:05 CET 2013
INFO  2013-02-12 12:39:42,853 ===> Execution started Tue Feb 12 12:39:42 CET 2013
INFO  2013-02-12 12:43:28,159 ===> Execution started Tue Feb 12 12:43:28 CET 2013
INFO  2013-02-12 12:43:50,163 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-239] has 1 result/s
INFO  2013-02-12 12:46:11,819 ===> Execution started Tue Feb 12 12:46:11 CET 2013
INFO  2013-02-12 12:46:27,333 ===> Antiunification demo trains has 2 result/s
INFO  2013-02-12 13:00:45,005 ===> Execution started Tue Feb 12 13:00:45 CET 2013
INFO  2013-02-12 13:01:03,580 ===> Antiunification demo sponge has 1 result/s
INFO  2013-02-12 13:01:28,646 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-12 13:06:12,992 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-12 13:06:24,810 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-12 13:09:08,799 ===> Execution started Tue Feb 12 13:09:08 CET 2013
INFO  2013-02-12 13:16:16,581 ===> Lazy methods: loading FINANCIAL 
INFO  2013-02-12 13:16:21,576 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-12 13:16:29,791 ===> Case [e3] is from class [is-uncle] according to LID
INFO  2013-02-12 13:16:29,792 ===> Case e3
INFO  2013-02-12 13:19:01,753 ===> Execution started Tue Feb 12 13:19:01 CET 2013
INFO  2013-02-12 13:19:06,019 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-12 13:19:10,180 ===> Case [e8] is from class [is-not-uncle] according to RefinementLID
INFO  2013-02-12 13:19:10,181 ===> Case e8
INFO  2013-02-12 13:22:48,708 ===> Execution started Tue Feb 12 13:22:48 CET 2013
INFO  2013-02-12 13:22:52,777 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-12 13:23:03,414 ===> Case [e9] is from class [is-uncle] according to LID
INFO  2013-02-12 13:23:03,414 ===> Case e9
INFO  2013-02-12 13:25:54,050 ===> Execution started Tue Feb 12 13:25:54 CET 2013
INFO  2013-02-12 13:25:56,896 ===> Loading UNCLE_DATASET_BOTH ...
INFO  2013-02-12 13:25:57,231 ===> OK
INFO  2013-02-12 13:25:58,652 ===> Case e2
INFO  2013-02-12 13:26:00,046 ===> Case e29
INFO  2013-02-12 13:26:01,115 ===> Case e4
INFO  2013-02-12 13:26:06,300 ===> Lazy methods: loading UNCLE_DATASET
INFO  2013-02-12 13:26:09,871 ===> Case [e8] is from class [is-not-uncle] according to LID
INFO  2013-02-12 13:26:49,832 ===> Execution started Tue Feb 12 13:26:49 CET 2013
INFO  2013-02-12 13:26:59,134 ===> Antiunification demo trains has 2 result/s
INFO  2013-02-12 13:28:30,712 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-239] has 1 result/s
INFO  2013-02-12 14:28:36,914 ===> Execution started Tue Feb 12 14:28:36 CET 2013
INFO  2013-02-12 14:37:16,908 ===> Execution started Tue Feb 12 14:37:16 CET 2013
INFO  2013-02-12 14:37:33,800 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-239] has 1 result/s
INFO  2013-02-12 14:39:22,618 ===> Execution started Tue Feb 12 14:39:22 CET 2013
INFO  2013-02-12 14:39:31,136 ===> Unification demo [Demos, TRAINS_DATASET, tr9] has 2 result/s
INFO  2013-02-12 14:52:18,941 ===> Execution started Tue Feb 12 14:52:18 CET 2013
INFO  2013-02-12 15:18:19,388 ===> Execution started Tue Feb 12 15:18:19 CET 2013
INFO  2013-02-12 15:18:36,507 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-1] has 1 result/s
INFO  2013-02-12 15:19:49,932 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-8] has 1 result/s
INFO  2013-02-13 11:13:47,267 ===> Execution started Wed Feb 13 11:13:47 CET 2013
INFO  2013-02-13 11:13:53,348 ===> Loading UNCLE_DATASET_BOTH ...
INFO  2013-02-13 11:13:53,829 ===> OK
INFO  2013-02-13 11:13:55,431 ===> Case e22
INFO  2013-02-13 11:13:59,030 ===> Case e21
INFO  2013-02-13 11:14:01,785 ===> Loading UNCLE_DATASET ...
INFO  2013-02-13 11:14:01,982 ===> OK
INFO  2013-02-13 11:14:02,696 ===> Loading TRAINS_DATASET ...
INFO  2013-02-13 11:14:02,901 ===> OK
INFO  2013-02-13 11:14:04,290 ===> Case tr10
INFO  2013-02-13 11:14:47,413 ===> Execution started Wed Feb 13 11:14:47 CET 2013
INFO  2013-02-13 11:14:50,442 ===> Loading UNCLE_DATASET ...
INFO  2013-02-13 11:14:50,774 ===> OK
INFO  2013-02-13 11:14:52,016 ===> Loading TRAINS_DATASET ...
INFO  2013-02-13 11:14:52,227 ===> OK
INFO  2013-02-13 11:14:53,818 ===> Case tr1
INFO  2013-02-13 11:16:10,436 ===> Execution started Wed Feb 13 11:16:10 CET 2013
INFO  2013-02-13 11:18:51,623 ===> Execution started Wed Feb 13 11:18:51 CET 2013
INFO  2013-02-13 11:19:06,157 ===> Loading UNCLE_DATASET ...
INFO  2013-02-13 11:19:06,565 ===> OK
INFO  2013-02-13 11:19:08,421 ===> Case e5
INFO  2013-02-13 11:19:11,152 ===> Loading TRAINS_DATASET ...
INFO  2013-02-13 11:19:11,378 ===> OK
INFO  2013-02-13 11:19:12,888 ===> Case tr6
INFO  2013-02-13 11:20:27,254 ===> Execution started Wed Feb 13 11:20:27 CET 2013
INFO  2013-02-13 11:20:32,119 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-13 11:20:32,750 ===> OK
INFO  2013-02-13 11:20:34,722 ===> Case train-problem-64
INFO  2013-02-13 11:21:19,977 ===> Execution started Wed Feb 13 11:21:19 CET 2013
INFO  2013-02-13 11:21:24,467 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-13 11:21:25,139 ===> OK
INFO  2013-02-13 11:21:27,449 ===> Case train-problem-40
INFO  2013-02-13 11:23:04,831 ===> Execution started Wed Feb 13 11:23:04 CET 2013
INFO  2013-02-13 11:23:08,136 ===> Loading TRAINS_900_DATASET ...
INFO  2013-02-13 11:23:10,887 ===> OK
INFO  2013-02-13 11:23:19,330 ===> Case train-b-problem-291
INFO  2013-02-13 11:23:41,042 ===> Loading TOXICOLOGY_DATASET_MRATS  ...
INFO  2013-02-13 11:23:44,102 ===> OK
INFO  2013-02-13 11:23:46,689 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-13 11:23:47,123 ===> OK
INFO  2013-02-13 11:23:49,516 ===> Case train-problem-41
INFO  2013-02-13 11:25:06,715 ===> Execution started Wed Feb 13 11:25:06 CET 2013
INFO  2013-02-13 11:25:20,145 ===> Execution started Wed Feb 13 11:25:20 CET 2013
INFO  2013-02-13 11:25:26,941 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-13 11:25:27,544 ===> OK
INFO  2013-02-13 11:25:29,780 ===> Case train-problem-9
INFO  2013-02-13 11:26:17,597 ===> Execution started Wed Feb 13 11:26:17 CET 2013
INFO  2013-02-13 11:26:26,711 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-13 11:26:27,350 ===> OK
INFO  2013-02-13 11:26:29,554 ===> Case train-problem-48
INFO  2013-02-13 11:32:48,786 ===> Execution started Wed Feb 13 11:32:48 CET 2013
INFO  2013-02-13 11:32:58,913 ===> Loading UNCLE_DATASET ...
INFO  2013-02-13 11:32:59,301 ===> OK
INFO  2013-02-13 11:33:01,446 ===> Case e1
INFO  2013-02-13 11:33:03,249 ===> Loading TRAINS_DATASET ...
INFO  2013-02-13 11:33:03,443 ===> OK
INFO  2013-02-13 11:33:05,079 ===> Case tr7
INFO  2013-02-13 11:35:03,286 ===> Execution started Wed Feb 13 11:35:03 CET 2013
INFO  2013-02-13 11:35:07,378 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-13 11:35:07,984 ===> OK
INFO  2013-02-13 11:35:11,014 ===> Case train-problem-46
INFO  2013-02-13 11:35:13,340 ===> Loading TRAINS_82_DATASET ...
INFO  2013-02-13 11:35:13,744 ===> OK
INFO  2013-02-13 11:35:15,365 ===> Loading TRAINS_900_DATASET ...
INFO  2013-02-13 11:35:17,691 ===> OK
INFO  2013-02-13 11:35:32,865 ===> Execution started Wed Feb 13 11:35:32 CET 2013
INFO  2013-02-13 11:35:37,168 ===> Loading TRAINS_DATASET ...
INFO  2013-02-13 11:35:37,528 ===> OK
INFO  2013-02-13 11:35:39,151 ===> Case tr2
INFO  2013-02-13 11:35:51,808 ===> Case tr2
INFO  2013-02-13 11:35:54,338 ===> Case tr9
INFO  2013-02-13 11:35:56,137 ===> Case tr3
INFO  2013-02-13 11:44:04,156 ===> Execution started Wed Feb 13 11:44:04 CET 2013
INFO  2013-02-13 11:44:08,295 ===> Loading TRAINS_DATASET ...
INFO  2013-02-13 11:44:08,670 ===> OK
INFO  2013-02-13 11:44:10,131 ===> Case tr6
INFO  2013-02-13 11:49:23,758 ===> Execution started Wed Feb 13 11:49:23 CET 2013
INFO  2013-02-13 11:49:26,853 ===> Loading UNCLE_DATASET ...
INFO  2013-02-13 11:49:27,203 ===> OK
INFO  2013-02-13 11:49:28,260 ===> Loading TRAINS_DATASET ...
INFO  2013-02-13 11:49:28,461 ===> OK
INFO  2013-02-13 11:49:30,019 ===> Case tr2
INFO  2013-02-13 11:57:45,628 ===> Execution started Wed Feb 13 11:57:45 CET 2013
INFO  2013-02-13 12:00:52,398 ===> Execution started Wed Feb 13 12:00:52 CET 2013
INFO  2013-02-13 12:02:07,410 ===> Execution started Wed Feb 13 12:02:07 CET 2013
INFO  2013-02-13 17:22:31,245 ===> Execution started Wed Feb 13 17:22:31 CET 2013
INFO  2013-02-13 17:22:41,739 ===> Antiunification demo trains has 2 result/s
INFO  2013-02-13 17:39:56,367 ===> Execution started Wed Feb 13 17:39:56 CET 2013
INFO  2013-02-13 17:40:04,191 ===> Antiunification demo sponge has 1 result/s
INFO  2013-02-13 17:40:17,956 ===> Unification demo sponge has 1 result/s
INFO  2013-02-14 11:01:58,075 ===> Execution started Thu Feb 14 11:01:58 CET 2013
INFO  2013-02-14 12:10:09,646 ===> Execution started Thu Feb 14 12:10:09 CET 2013
INFO  2013-02-14 12:10:22,048 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-105] has 1 result/s
INFO  2013-02-14 12:26:23,375 ===> Execution started Thu Feb 14 12:26:23 CET 2013
INFO  2013-02-14 12:27:35,861 ===> Antiunification demo [Demos, DEMOSPONGIAE_120_DATASET, sp-107] has 1 result/s
INFO  2013-02-14 14:59:45,787 ===> Execution started Thu Feb 14 14:59:45 CET 2013
INFO  2013-02-14 14:59:55,527 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-14 15:00:00,047 ===> Antiunification demo trains has 2 result/s
INFO  2013-02-14 15:00:07,926 ===> Antiunification demo [Demos, TRAINS_DATASET, tr7] has 5 result/s
INFO  2013-02-14 15:12:15,911 ===> Execution started Thu Feb 14 15:12:15 CET 2013
INFO  2013-02-14 15:12:58,392 ===> Execution started Thu Feb 14 15:12:58 CET 2013
INFO  2013-02-14 15:13:05,626 ===> Antiunification demo trains has 2 result/s
INFO  2013-02-14 15:13:23,857 ===> Antiunification demo [Demos, TRAINS_DATASET, tr9] has 23 result/s
INFO  2013-02-14 15:25:19,444 ===> Execution started Thu Feb 14 15:25:19 CET 2013
INFO  2013-02-14 15:25:28,645 ===> Antiunification demo [Demos, TRAINS_DATASET, tr6] has 6 result/s
INFO  2013-02-14 15:26:12,279 ===> Execution started Thu Feb 14 15:26:12 CET 2013
INFO  2013-02-14 15:26:20,991 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-14 15:26:25,912 ===> Antiunification demo trains has 1 result/s
INFO  2013-02-14 15:26:38,057 ===> Antiunification demo [Demos, TRAINS_DATASET, tr7] has 11 result/s
INFO  2013-02-14 15:26:57,141 ===> Execution started Thu Feb 14 15:26:57 CET 2013
